created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
Sun May 31 18:17:05 +0000 2020,"Seems to me Trump would have said in 2015 about these riots, “If I’m elected there will never be riots like these”… https://t.co/WtIqGI3Ix4",1267158171136798720,100862777,,90,,,0,0,1
Sun May 31 18:15:59 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267157895772352515,159054999,in the middle of nowhere,993,,,0,0,2
Sun May 31 18:15:11 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267157692231147521,381724354,,131,,,0,0,2
Sun May 31 18:14:53 +0000 2020,"“They are a repudiation of fundamental rights enjoyed by all Americans, under the constitution and human rights law… https://t.co/kMM8ot6obd",1267157619061469186,1138597737912578048,,7878,,,0,0,2
Sun May 31 18:14:12 +0000 2020,@titime47126102 @TheGod_Particle @DiscoJerrys @jools6691 @Runtowin92427 @hubie0 @peteyboi76 @trump_resis… https://t.co/Vq09dLrEAC,1267157446620876800,1142134796,,333,,,0,3,2
Sun May 31 18:12:39 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267157056794112008,382260034,"North Carolina, USA",291,,,0,0,2
Sun May 31 18:12:33 +0000 2020,"@seouljen @tacocheeeze @reK_Syhre @Jack_A_Harris @latimes For one, many of the racist incidents that happen in the… https://t.co/NPeCp7cok8",1267157033003991040,999104948053987329,Afrika,473,,,0,0,1
Sun May 31 18:12:16 +0000 2020,New “Amazingly Cruel” Trump Public Land Rules Will Let Alaska Hunters Kill Bear Cubs in Dens – Mother Jones https://t.co/LACrEMndv7,1267156959108751360,893953950566801408,Canada,35,,,0,0,1
Sun May 31 18:11:29 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267156761414426625,1339605433,,302,,,0,0,2
Sun May 31 18:11:01 +0000 2020,"#SundayMorning Reading - #GreenNewDeal + #Economy: ""Climate polls the best across all those groups, climate even po… https://t.co/0QwcrhWtLa",1267156644158291968,709986828066144257,"Mountain View, CA",1636,,,1,4,3
Sun May 31 18:10:26 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267156496657387520,19257500,,811,,,0,0,2
Sun May 31 18:09:52 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267156356319948800,819552632427532288,State of Resistance,672,,,0,0,2
Sun May 31 18:09:47 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267156336472711168,2568140510,,417,,,0,0,2
Sun May 31 18:09:15 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267156202481483779,1046192282121195520,Southern Illinois,296,,,0,0,2
Sun May 31 18:09:15 +0000 2020,@GenZ_GOP @SecBernhardt @BLMNational @Sagebrush_Rebel https://t.co/UCia380X68,1267156199243309057,2253244260,United States,17526,,,1,1,2
Sun May 31 18:09:00 +0000 2020,The #Trump administration continues to dismantle the #EPA at the cost to human lives. #Vote for the #Environment th… https://t.co/59VP9hA7A0,1267156136584765440,1142762994,"Boston, MA",1559,,,0,2,2
Sun May 31 18:07:58 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267155876730646535,2377965165,,665,,,0,0,2
Sun May 31 18:07:39 +0000 2020,"@soy_err @MichaelShanks It’s definitely time for the Cheeto to go! But, as a liberal, I’m pro peace, pro science, p… https://t.co/L7pnhHUhi9",1267155799190540288,16415534,"Los Angeles, CA",761,,,0,1,3
